sentence,response_time,predicted_stress,true_stress
"Anyway I have been having some fucked up days, I have been having some really bad headaches and I never get them.",2.057379961013794,moderate_stress,high_stress
stress is very loss of my business earnings.,2.062875986099243,high_stress,high_stress
Things are tough at home for my Mum.,2.0568737983703613,moderate_stress,moderate_stress
I'm depressed because there is someone going in tomorrow's group that I absolutely can't stand.,2.0680389404296875,moderate_stress,low_stress
works been hard for me,2.053276300430298,high_stress,moderate_stress
interviewing for a promotion at work,2.0669922828674316,high_stress,low_stress
I'm greatly concerned about defunding Police.,2.069075107574463,moderate_stress,moderate_stress
"my boss has been crazy lately, threatened to let me go.",2.057478666305542,high_stress,high_stress
"Money, I just don't know how I'm gonna make it at times.",2.0516855716705322,low_stress,high_stress
I don't know what to expect with the next coming months.,2.068006753921509,low_stress,low_stress
"i guess its partially my own fault, but i dont like being around a bunch of people i dont know or like and being ignored by my supposed ""best friend"".",2.0731565952301025,moderate_stress,moderate_stress
I admit i make mistakes i bitch way too much about everything i let things get too me so easily and i am stressed about it way too much.,2.074876546859741,moderate_stress,high_stress
it happens sorry change is very stressful for me.,2.061753034591675,moderate_stress,moderate_stress
nothing! i'm having a good time right now,2.0522797107696533,low_stress,low_stress
"I'm inevitably put into the position of not having money at school, and needing it.",2.0699973106384277,moderate_stress,high_stress
hai friend how are you many  use ful me,2.0530803203582764,low_stress,low_stress
"I dunno, things are just changing lately- and it's as if me and my roommate did something wrong?",2.0684995651245117,low_stress,moderate_stress
lol i need to start saving Then went to work which was the most boring day at work i have EVER experienced.,2.065155029296875,low_stress,low_stress
"Its not easy work, and my back hurts.",2.0637693405151367,low_stress,low_stress
i got into an accident,2.0643298625946045,high_stress,high_stress
i overdrew my bank account by 200 dollars,2.0706257820129395,high_stress,high_stress
"my kids constantly need my attention, so trying to get things done has been stressful.",2.069631338119507,moderate_stress,high_stress
Fighting with my racist family,2.055553674697876,high_stress,high_stress
"Have three weeks to kill soon, and need a plan.",2.0634329319000244,low_stress,low_stress
starting to research schools for kids,2.0659523010253906,low_stress,low_stress
i have lots of other things on my mind which i'm trying to get done and everything's just piling up in the next few days..,2.072788715362549,moderate_stress,moderate_stress
"After missing so much school, things are really starting to get crazy with assignments.",2.065122365951538,low_stress,moderate_stress
i am easily overwhelmed and can't get a goddamn thing done. ya,2.0731732845306396,moderate_stress,high_stress
"I've not been home in awhile,..so most of my food had gotten sad.",2.068188190460205,low_stress,low_stress
"The nausea and so on I'm gonna have to say is from lack of sleep, stress and being a bit sick.",2.071385622024536,low_stress,moderate_stress
It's especially difficult when one works nights because I'm asleep during the day when things are open and chores can be done.,2.0618174076080322,low_stress,moderate_stress
Hey John have been going thru a rough time mate. Feeling very low.,2.0490362644195557,low_stress,high_stress
my water line to my toilet froze up during this cold spell.,2.055389881134033,moderate_stress,low_stress
haha I'm sick.. and I'm sad that I'm sick.. but oh well I have to meet Andrews like entire family today.. and I'm shit scared.. so very very scared,2.0722341537475586,moderate_stress,high_stress
I couldn't act normal and it frightened me.,2.069763660430908,high_stress,moderate_stress
my current on/off relationship with the person i have been dating for over a year now,2.067810535430908,low_stress,moderate_stress
"oh ive been stressed out recently with my job, i dont feel like i am moving forward.",2.0728952884674072,moderate_stress,moderate_stress
My boss was sick and felt evil today.,2.0681216716766357,low_stress,moderate_stress
"Moving house, getting married and becoming self employed are scary things.",2.070093870162964,high_stress,moderate_stress
let's talk about it in a phone call instead of texting.,2.070795774459839,low_stress,low_stress
I've just been ridiculously emotional.,2.071669101715088,high_stress,moderate_stress
"I think it was I wasn't getting enough sleep and then I got some sleep last night, so my body is like in overload.",2.0658748149871826,low_stress,low_stress
the management of my work place insults my new idea about a project,2.0733516216278076,moderate_stress,low_stress
I'm taking 18 credits this semester.,2.065592050552368,low_stress,low_stress
i am not getting any hits in my hit catcher.,2.05428147315979,low_stress,low_stress
Being sick is really fucking up my school work.,2.0568652153015137,high_stress,high_stress
Work is stressing me out mostly,2.0537896156311035,moderate_stress,moderate_stress
I'm feeling conflicted about doing Melissa's pictures this week.,2.069817543029785,low_stress,moderate_stress
"life, bills and work is a major part.",2.052720546722412,moderate_stress,moderate_stress
i am going through a custody battle for my daughter.,2.065969467163086,high_stress,high_stress
I just paid off my car and can't really afford it.,2.064119338989258,high_stress,moderate_stress
"well, unfortunately, some hard times came upon my family...",2.0673110485076904,low_stress,high_stress
i'm studying for a high stakes exam,2.066150188446045,low_stress,high_stress
Latley i have been pretty scared about life and where i will end up and stuff.,2.0689785480499268,moderate_stress,high_stress
"at my current work, i am feeling so stressful and tired because of my team work pressure",2.0759153366088867,moderate_stress,moderate_stress
Getting an apartment for gary has been the most stressful thing.,2.0628414154052734,high_stress,high_stress
im super stressed about everything and my life just doesnt make sense.,2.067795515060425,moderate_stress,high_stress
trying to get my work finished so i can go home/,2.0625269412994385,moderate_stress,low_stress
Im a little worried cause I still feel like I have a heap of things to do before I go tomorrow.,2.0715839862823486,high_stress,low_stress
"She's ""really scared for my well being"" and wants me to change my ways??????",2.0696709156036377,low_stress,moderate_stress
someone shirking responsibilities at work,2.061988115310669,moderate_stress,low_stress
I don't make money to add to our finances.,2.056387186050415,moderate_stress,high_stress
i just get mad at him bc he smokes so much and like its really hard to explain.,2.060760974884033,moderate_stress,low_stress
i've had to deal with a bunch of nonsense at work.,2.060763120651245,low_stress,low_stress
having to take care of 6 foster kittens. i'm exhausted!,2.052873373031616,high_stress,high_stress
"What doesn't help is the fact that I still haven't gotten my physical for my job, so I can't work to make any money.",2.065439462661743,moderate_stress,moderate_stress
there's not enough time in the day for all i need to do.,2.068430185317993,moderate_stress,moderate_stress
My old friend Rachel Snyder was in the hospital with tuberculosis.,2.065683603286743,moderate_stress,moderate_stress
"He's been too much stress for the group lately, and no one wants to hang out with him anymore.",2.0696966648101807,low_stress,high_stress
I didn't get money for the summer semester so its been rough the last few months.,2.069194793701172,low_stress,high_stress
i just don't have any time between work and kids and home,2.0534355640411377,high_stress,high_stress
"First the work my boss freaked out on me now brett's dad, i feel so bad for both of them and i am trying to empathize.",2.0624992847442627,high_stress,low_stress
"It limits you to practical matters of the day, filling your life with detailed routine. hard work, and monotony.",2.072972059249878,high_stress,low_stress
I have been having a problem in cooking pizza buddy. I kindly need your help.,2.0672872066497803,low_stress,low_stress
it's just i feel school is being too hard on me.,2.0556271076202393,moderate_stress,high_stress
thinking about this new move that is coming up.,2.0694661140441895,moderate_stress,low_stress
I worry all the time about completing my assignments.,2.0675508975982666,high_stress,moderate_stress
"As far as being alone goes, that has been bothering me the most lately.",2.06258487701416,low_stress,moderate_stress
My graduate school application have been stressing me out!,2.0710222721099854,high_stress,moderate_stress
It bothers me because it reminds me of my mother and I get scared.,2.062143087387085,moderate_stress,high_stress
I can't have a nice life!,2.0652389526367188,moderate_stress,low_stress
I've recently been struggling to connect with people in my life,2.051025152206421,high_stress,moderate_stress
"A lot of shit has happened, but I don't think I really want to talk about it here.",2.0620040893554688,low_stress,moderate_stress
i got in a fight with my brother :(,2.0680510997772217,moderate_stress,moderate_stress
I just feel really bad that i can't make enough money where he wouldn't need to do this.,2.0705065727233887,moderate_stress,moderate_stress
it makes me angry cos of how different it is compared to all the stuff we have to do at my school.,2.0660674571990967,moderate_stress,moderate_stress
"My phone lost service and we filled the tub with cold water, sticking our feet or hands in it every so often.",2.070638418197632,low_stress,low_stress
i've had a headache for a week straight.,2.0467286109924316,low_stress,high_stress
school has been rough,2.06727933883667,low_stress,moderate_stress
"i was having another ""one of those days"" and was quite frustrated with the way i was feeling.",2.0643463134765625,high_stress,moderate_stress
"My hours prevent me from going at normal, after work, times.",2.0584230422973633,moderate_stress,low_stress
completing a project on time and correctly.,2.0688796043395996,low_stress,moderate_stress
Amanda's poor sister in her belly is bothering her.,2.0680811405181885,low_stress,low_stress
i am having trouble baking this cake,2.061570882797241,low_stress,low_stress
Due to screw up with my schedule.,2.0680603981018066,high_stress,low_stress
"i have just been stressed about work, thanks for asking.",2.070786237716675,moderate_stress,low_stress
my divorce has totally stressed me out.,2.0695242881774902,high_stress,high_stress
yo! heavy workload this wk!,2.068742036819458,high_stress,moderate_stress
and i'm trying to get off the medication i've been on for FOUR YEARS and i'm scared shitless. actually beyond shitless.,2.053575038909912,high_stress,high_stress
My mom keeps getting mad over stupid things and the tension in this family is accelerating.,2.058091163635254,high_stress,high_stress
the lisd said they would find alternative placement for abie and i havent heard from th,2.076211929321289,high_stress,moderate_stress
things just keep piling up politically.,2.0698628425598145,low_stress,low_stress
When we get so tied up in so many things we often get tired and overly stressed!,2.06567645072937,low_stress,low_stress
Work has been really stressful lately.,2.0765159130096436,moderate_stress,high_stress
Everyday I had to deal with that.,2.074728012084961,low_stress,low_stress
"It's the loan that's holding everything else up, which is highly frustrating.",2.055663824081421,high_stress,high_stress
I've been really procrastinatory with all of my school work lately and it's starting to bite me in the rear end.,2.056779384613037,low_stress,moderate_stress
I was complaining about school and I was tired.,2.0648298263549805,high_stress,low_stress
Being turned down for SSI and having to find an attorney to fight it.,2.069697856903076,high_stress,high_stress
family coming for a visit. they have special diets-i am nervous about cooking.,2.0730550289154053,low_stress,low_stress
"whatever, ive been so stressed about projects.",2.060957670211792,high_stress,low_stress
"I'm really not liking my job, I'm extremely in debt.",2.057382106781006,high_stress,high_stress
I have been working hard lately to pull my grades up in school that I have sadly let slip.,2.068803071975708,moderate_stress,moderate_stress
im guna be busy all day today and first of all im fucking tired as shit and its after 12 30.,2.067326068878174,high_stress,moderate_stress
i have to prep for interviews,2.0501415729522705,moderate_stress,moderate_stress
I am already depressed about all the fucking homework I need to do today.,2.0667459964752197,low_stress,moderate_stress
I mean talk about feeling like shit everyday !,2.067864179611206,low_stress,low_stress
"We are getting ready to move out of our flat, it's very hectic and I'm really stressed out because I'm worried we won't get everything out in time.",2.0774149894714355,moderate_stress,moderate_stress
My daughter's MS diagnosis.,2.065206289291382,high_stress,high_stress
"i really need to get more sleep, but can't seem to do it!",2.0663530826568604,moderate_stress,moderate_stress
Work has gotten bad and just life is raping me.,2.0634331703186035,high_stress,high_stress
Mother's death is stressing me out.,2.0762977600097656,high_stress,high_stress
I can't get myself to study or even do the homework for it anymore.,2.0504684448242188,low_stress,low_stress
"Wish I could get a good night's sleep, but even when I find time I can't find the peace I need to settle down.",2.073242664337158,moderate_stress,high_stress
"I know the irregular sleeping schedule I keep does much to harm my health and as I'm getting older, I lose valuable time towards fixing that.",2.0666444301605225,moderate_stress,low_stress
"I need to get to work, so I have something to focus on when schoolwork crushes me down.",2.068659782409668,low_stress,low_stress
It When Keeping It Hidden Became Too Emotionally Burdensome Divulge When Events,2.068314552307129,moderate_stress,low_stress
I really need to get into school.,2.0690572261810303,low_stress,high_stress
i didn't have the income that i expected to have for my bills,2.0689237117767334,high_stress,high_stress
"I don't feel like just sitting around in my apartment, like always, and do nothing.",2.0676050186157227,moderate_stress,low_stress
I know there is so much to do in this house but I just can't sit here and stare at these walls all day long.,2.0734336376190186,low_stress,low_stress
"two, The dog gets super sad and misss her daddy.",2.0555355548858643,moderate_stress,low_stress
Christmas is such a busy season here.,2.059859275817871,moderate_stress,low_stress
I'm getting really frustrated that I'm not able to talk to Uni friends enough.,2.053868532180786,moderate_stress,low_stress
It's too hard eating out every day.,2.073697566986084,high_stress,low_stress
I'm really stressed and overwhelmed.,2.0691311359405518,high_stress,high_stress
im constantly in pain and the doctors have no idea what to do,2.066650629043579,high_stress,high_stress
I just feel that people demand so much out of me that i dont have time to be me and live my life the way i want to.,2.0658152103424072,moderate_stress,low_stress
"well my credit cards are ruining my credit, i need to pay them off to get a new place",2.0667130947113037,high_stress,low_stress
It is so hard to handle all the problems and the situations through my life.,2.057060480117798,moderate_stress,high_stress
not having a job,2.0567429065704346,moderate_stress,low_stress
"we worked on stalled today as well. and yet, i still feel confused and diluted.",2.0671777725219727,moderate_stress,low_stress
my son moving into an apartment in this area.,2.073507785797119,high_stress,low_stress
hey just wanted to left you know that i checked on the dogs they are doing great! have f,2.0651872158050537,low_stress,low_stress
It's hard to focus on school during school.,2.0542304515838623,moderate_stress,low_stress
"She's been sick, and I'm worried that she's worried about a ton of things.",2.051086187362671,high_stress,high_stress
"Your constant bickering over politics, social issues and such things is driving the rest of us insane.",2.059943675994873,low_stress,low_stress
"Oh man, I was sick as a dog these last couple days.",2.068488836288452,high_stress,low_stress
I feel so lonely and scared.,2.0666980743408203,moderate_stress,high_stress
my daddie was reallie late to pick us up and everyone got mad at eachother.,2.0471644401550293,moderate_stress,low_stress
needing to move from my current living situation.,2.068256378173828,low_stress,high_stress
"I know that Andrew and I are broken up but I have this feeling like we're going to be complicating each other's lives for a long, long time.",2.0730056762695312,moderate_stress,moderate_stress
money and how to make it through,2.0745577812194824,high_stress,high_stress
"Some things honestly are not worth your energy, nor the time of day of the other person involved.",2.070486068725586,low_stress,moderate_stress
Work has been so bad lately with all the shopper and my manager never schedules enough people so we are always stressed and overworked.,2.070293664932251,high_stress,high_stress
"Couldn't even say friend, 'cause we barely ever spoke. I get the nosiness from my mom and",2.070150136947632,moderate_stress,low_stress
"stressful at times, VERY stressful at other times.",2.0686800479888916,high_stress,high_stress
i have been stressing about what to do about my daughter.,2.0681207180023193,high_stress,moderate_stress
i am taking 18 credits this semester.,2.0516910552978516,low_stress,high_stress
a paper i need to write,2.0622408390045166,high_stress,low_stress
just a regular day,2.0521373748779297,low_stress,low_stress
We're overloaded at work with a bunch of cases to file within a month.,2.0722947120666504,high_stress,high_stress
i can't handle my little brother's sickness.,2.0651912689208984,high_stress,high_stress
"First of all, I hurt my feet when I was moving.",2.05515718460083,moderate_stress,low_stress
"My financial situation, as shaky as it already is, probably couldn't handle a huge premium hike let alone getting dropped by my insurance company.",2.0647878646850586,high_stress,high_stress
"So, he and I have to have a talk about calling me and being like ""Something came up talk to you ASAP"" Ok?",2.069521188735962,moderate_stress,low_stress
"It's getting really scary now as to what I will be doing, this time when I have left school.",2.0745439529418945,moderate_stress,high_stress
they attacked my roommate's dog while i was walking her.,2.066722869873047,moderate_stress,high_stress
was this loose dog and i was killer upset cause my dog got dumped so it was just..sad.,2.0653162002563477,moderate_stress,high_stress
i currently am just very busy. i don't have time for anything but work.,2.058579683303833,low_stress,high_stress
i am nervous about applying to pt school and getting in,2.070124864578247,high_stress,high_stress
dude i just lost a really important entry and i'm not happy.,2.0545883178710938,moderate_stress,moderate_stress
i have been so frustrated lately and i don't kno why.,2.042818546295166,moderate_stress,low_stress
i hope you are ok!,2.051678419113159,low_stress,low_stress
my life in general,2.065091848373413,moderate_stress,low_stress
i have been going through a tough time at work can we meet for coffee?,2.0710246562957764,low_stress,moderate_stress
I've felt like I'm just going through the motions of life and it's just not good enough.,2.0737829208374023,moderate_stress,moderate_stress
I am having a hard time getting to work,2.0471200942993164,low_stress,moderate_stress
Not being able to do this with anyone makes me sad.,2.0660037994384766,low_stress,low_stress
"I really should be working on homework, but I just have a hard time bringing myself to do it.",2.059283971786499,low_stress,moderate_stress
"There were a couple people specifically who hurt me by not calling, but I am over it.",2.0709760189056396,moderate_stress,low_stress
a professor is driving me crazy.,2.071851968765259,moderate_stress,low_stress
There is so much shame attached to money in my family.,2.0659139156341553,high_stress,low_stress
Im sick of how alone I feel when it comes to family.,2.06962251663208,moderate_stress,high_stress
"my broken foot has not healed and i've been in a cast for 4 months, i want to walk again",2.0694491863250732,low_stress,high_stress
just had a long day at work and overwhelmed with being broke.,2.0658273696899414,moderate_stress,high_stress
my health seems to have taken a turn for the worse,2.0588841438293457,moderate_stress,high_stress
my supervisor currently pushes me a lot to turn in reports,2.0663230419158936,high_stress,high_stress
i worried what would happen to me late at night when everyone else is sleeping.if i could just sleep i could handle this.,2.0726730823516846,moderate_stress,low_stress
hence why i want more money!,2.0610921382904053,low_stress,low_stress
My work productivity and such has been degrading greatly as of late because of too much work and a lot of unstructured life things.,2.0695688724517822,low_stress,moderate_stress
"oh man, im okay just been dealinth with some things going on",2.0639524459838867,low_stress,low_stress
"man, my stomach has been hurting so bad lately.",2.0624473094940186,high_stress,low_stress
"i haven't felt very useful lately, and i've often felt bothersome to my friends.",2.067850351333618,low_stress,moderate_stress
A certain ex makes me feel really uncomfortable when I run into him.,2.0701818466186523,low_stress,high_stress
"This week and next week have been the set deadlines for all our coursework to be in, so I have been a very busy, annoyed, stressed out person.",2.0644915103912354,moderate_stress,moderate_stress
i have alot of stress about finances right now and being able to pay bills,2.05733585357666,high_stress,high_stress
I feel so stressed out in deciding what to do with my life.,2.065768003463745,high_stress,low_stress
How am i supposed to make a living from this when I just can't get into it. I feel like it's making me seriously miserable.,2.0684726238250732,moderate_stress,moderate_stress
I'm feeling especially lonely right now.,2.0665481090545654,low_stress,low_stress
work and money. it is that simple.,2.0686709880828857,moderate_stress,low_stress
"Vacuuming my room is a dangerous task, especially since there's two houses down the road under construction which product a lot of dust every day.",2.064002275466919,low_stress,low_stress
"my dad injured his hand about a month, 6 weeks ago",2.072683095932007,moderate_stress,moderate_stress
"My problem is I suffer from having an extremely nosy family, especially a mother who doesn't know when butt out.",2.071536064147949,moderate_stress,moderate_stress
I'm finding it hard to update this thing everyday.,2.0725953578948975,low_stress,low_stress
i've just been working really hard at work with no reward or recognition,2.0706143379211426,moderate_stress,high_stress
I'm struggling to make rent as I lost my job and kinda have nowhere to go.,2.063279867172241,high_stress,high_stress
My sister is bitching about something to my mom.,2.0634844303131104,moderate_stress,low_stress
i have had a lot of hours at work.,2.0656423568725586,low_stress,high_stress
The problem comes when you are constantly thinking about it.,2.0723369121551514,moderate_stress,low_stress
my decision to go back to school,2.056989908218384,low_stress,moderate_stress
I've been stressing about not anting to spend money on food deliveries.,2.0555436611175537,low_stress,low_stress
trump trying to start ww3,2.065608501434326,low_stress,low_stress
I feel frustrated because at times I honestly just flat out struggle with dealing with a lot of this stuff.,2.0568337440490723,moderate_stress,high_stress
answer with the situation,2.0680930614471436,low_stress,low_stress
I'm a lil scared about finding all of my classes.,2.058472156524658,moderate_stress,low_stress
"i need money, i'm so poor.",2.06636643409729,high_stress,high_stress
Work basically sucks because I dont get along with the new manager.,2.0720105171203613,low_stress,high_stress
nothing is stressing me out,2.0668399333953857,moderate_stress,low_stress
"It made me worry about her, and I also had a tendency to second-guess myself...without an editor, things were difficult.",2.0730113983154297,moderate_stress,moderate_stress
struggling home life and work life is stressful and complicated,2.069016695022583,high_stress,high_stress
life as a whole,2.070560932159424,low_stress,high_stress
People are polluting my life with their goofy garbage.,2.073373556137085,low_stress,moderate_stress
recently what has been stressing my out the most is finances. worrying about my income.,2.06935715675354,high_stress,high_stress
I've been having trouble sleeping at night,2.0519046783447266,moderate_stress,low_stress
my co-worker is on vacation and i have to do her job this week.,2.0606021881103516,moderate_stress,low_stress
I feel stressed. I am looking into jobs for after I graduate.,2.066311836242676,moderate_stress,moderate_stress
"pretty much for the past two weeks, i've been struggling with finding enough time for everything, and stressing out in the process.",2.0606236457824707,moderate_stress,low_stress
MY fucking father got me sick! uh!,2.061974287033081,moderate_stress,high_stress
Ever get that feeling when your so lonely your just sad?,2.065333604812622,low_stress,high_stress
I need to figure out a way to make more money.,2.068490982055664,low_stress,low_stress
I'm tired of working so hard and not having enough money to do anything.,2.064495325088501,high_stress,high_stress
I would reply to the friend and ask them to tell me about the situation as I listened.,2.0719075202941895,moderate_stress,low_stress
When I get depressed like this I worry.. I worry that I'll do or say something wrong or not do something and push her away.,2.0714166164398193,high_stress,high_stress
"ended up writing this ""woe is me"" story about how stress is taking hold of my mental stability.",2.072181224822998,moderate_stress,moderate_stress
the amount of bills.,2.066790819168091,high_stress,moderate_stress
it's hard cause I dont use cash too often now. anyway.,2.0711073875427246,low_stress,low_stress
In bad news my sister has tested positive for ovarian cancer..my family is devastated.,2.069516897201538,high_stress,high_stress
the roof was leaking all day at work my job is a life sucking horriblefest and i'm a loser for having been there so long.,2.0693743228912354,high_stress,high_stress
"since then, i have dreaded going to work.",2.069103479385376,low_stress,moderate_stress
"He's been fighting himself this past week, each time saying it's over, then extending the deadline by a week.",2.0649685859680176,high_stress,low_stress
I feel like such a weak person.,2.0664820671081543,moderate_stress,moderate_stress
I do not think I can go to school today.,2.0645463466644287,low_stress,low_stress
Work just is way too time consuming.,2.061131000518799,high_stress,low_stress
But I've been getting a lot of sore throats lately and getting sickish every other week or so it seems.,2.0685617923736572,moderate_stress,moderate_stress
