sentence,response_time,predicted_stress,true_stress
"Its been on my mind a lot today, the suspense is killing me.",2.0576186180114746,high_stress,moderate_stress
a group project at my job,2.0457427501678467,moderate_stress,moderate_stress
My dad's brother suffers from weight related diabetes and heart condition.,2.040797233581543,moderate_stress,moderate_stress
I'm worried about finding a new place to live.,2.0517821311950684,moderate_stress,moderate_stress
my husband left me i lost my job and can't see my catcher so that has been stressing me.,2.0482101440429688,moderate_stress,high_stress
I'm tired of worrying about school.,2.054443836212158,high_stress,moderate_stress
the treat of martial law.,2.0511155128479004,moderate_stress,moderate_stress
SCHOOL IS ABSOLUTELY KILLING ME,2.0501394271850586,high_stress,moderate_stress
i think i have once again run out of things to say for the day.,2.0496082305908203,moderate_stress,low_stress
"I missed my number again last week, so now it's suspension for three days without pay.",2.0552539825439453,moderate_stress,moderate_stress
my marriage has been stressing me out,2.0412821769714355,moderate_stress,moderate_stress
come dinner i was really hungry cuz i didnt eat any lunch.,2.048863172531128,moderate_stress,low_stress
I got too much shit on my mind and none of the usual way to relieve the stress is working.,2.02860689163208,high_stress,moderate_stress
"Anyway I have been having some fucked up days, I have been having some really bad headaches and I never get them.",2.042787790298462,high_stress,moderate_stress
stress is very loss of my business earnings.,2.052699565887451,high_stress,moderate_stress
Things are tough at home for my Mum.,2.054898738861084,moderate_stress,moderate_stress
I'm depressed because there is someone going in tomorrow's group that I absolutely can't stand.,2.0535888671875,high_stress,moderate_stress
works been hard for me,2.0399012565612793,moderate_stress,moderate_stress
interviewing for a promotion at work,2.0471653938293457,moderate_stress,low_stress
I'm greatly concerned about defunding Police.,2.040586471557617,moderate_stress,moderate_stress
"my boss has been crazy lately, threatened to let me go.",2.052142858505249,high_stress,moderate_stress
"Money, I just don't know how I'm gonna make it at times.",2.049607753753662,moderate_stress,moderate_stress
I don't know what to expect with the next coming months.,2.0284903049468994,moderate_stress,moderate_stress
"i guess its partially my own fault, but i dont like being around a bunch of people i dont know or like and being ignored by my supposed ""best friend"".",2.036365509033203,low_stress,moderate_stress
I admit i make mistakes i bitch way too much about everything i let things get too me so easily and i am stressed about it way too much.,2.0543298721313477,high_stress,moderate_stress
it happens sorry change is very stressful for me.,2.046353578567505,high_stress,moderate_stress
nothing! i'm having a good time right now,2.055176019668579,moderate_stress,low_stress
"I'm inevitably put into the position of not having money at school, and needing it.",2.0453240871429443,moderate_stress,moderate_stress
hai friend how are you many  use ful me,2.0556652545928955,moderate_stress,low_stress
"I dunno, things are just changing lately- and it's as if me and my roommate did something wrong?",2.0441267490386963,moderate_stress,moderate_stress
lol i need to start saving Then went to work which was the most boring day at work i have EVER experienced.,2.044674873352051,moderate_stress,low_stress
"Its not easy work, and my back hurts.",2.041430711746216,moderate_stress,moderate_stress
i got into an accident,2.0371334552764893,moderate_stress,high_stress
i overdrew my bank account by 200 dollars,2.0516269207000732,moderate_stress,moderate_stress
"my kids constantly need my attention, so trying to get things done has been stressful.",2.053619384765625,high_stress,moderate_stress
Fighting with my racist family,2.0521080493927,high_stress,moderate_stress
"Have three weeks to kill soon, and need a plan.",2.0424723625183105,high_stress,low_stress
starting to research schools for kids,2.0497376918792725,moderate_stress,low_stress
i have lots of other things on my mind which i'm trying to get done and everything's just piling up in the next few days..,2.0483298301696777,moderate_stress,moderate_stress
"After missing so much school, things are really starting to get crazy with assignments.",2.0381226539611816,high_stress,moderate_stress
i am easily overwhelmed and can't get a goddamn thing done. ya,2.048140525817871,low_stress,moderate_stress
"I've not been home in awhile,..so most of my food had gotten sad.",2.0541653633117676,moderate_stress,low_stress
"The nausea and so on I'm gonna have to say is from lack of sleep, stress and being a bit sick.",2.051788330078125,high_stress,moderate_stress
It's especially difficult when one works nights because I'm asleep during the day when things are open and chores can be done.,2.0483062267303467,moderate_stress,moderate_stress
Hey John have been going thru a rough time mate. Feeling very low.,2.0377280712127686,moderate_stress,moderate_stress
my water line to my toilet froze up during this cold spell.,2.051076650619507,moderate_stress,moderate_stress
haha I'm sick.. and I'm sad that I'm sick.. but oh well I have to meet Andrews like entire family today.. and I'm shit scared.. so very very scared,2.049600124359131,high_stress,moderate_stress
I couldn't act normal and it frightened me.,2.0573642253875732,moderate_stress,moderate_stress
my current on/off relationship with the person i have been dating for over a year now,2.0448825359344482,moderate_stress,moderate_stress
"oh ive been stressed out recently with my job, i dont feel like i am moving forward.",2.0475289821624756,high_stress,moderate_stress
My boss was sick and felt evil today.,2.0485291481018066,high_stress,moderate_stress
"Moving house, getting married and becoming self employed are scary things.",2.047549247741699,moderate_stress,moderate_stress
let's talk about it in a phone call instead of texting.,2.0538363456726074,moderate_stress,low_stress
I've just been ridiculously emotional.,2.051419734954834,moderate_stress,moderate_stress
"I think it was I wasn't getting enough sleep and then I got some sleep last night, so my body is like in overload.",2.051632881164551,moderate_stress,low_stress
the management of my work place insults my new idea about a project,2.044153928756714,high_stress,low_stress
I'm taking 18 credits this semester.,2.034679889678955,moderate_stress,low_stress
i am not getting any hits in my hit catcher.,2.0512969493865967,moderate_stress,low_stress
Being sick is really fucking up my school work.,2.0413012504577637,high_stress,moderate_stress
Work is stressing me out mostly,2.0417048931121826,moderate_stress,moderate_stress
I'm feeling conflicted about doing Melissa's pictures this week.,2.048922061920166,moderate_stress,moderate_stress
"life, bills and work is a major part.",2.0513713359832764,moderate_stress,moderate_stress
i am going through a custody battle for my daughter.,2.0510401725769043,moderate_stress,moderate_stress
I just paid off my car and can't really afford it.,2.047398328781128,moderate_stress,moderate_stress
"well, unfortunately, some hard times came upon my family...",2.0550131797790527,moderate_stress,moderate_stress
i'm studying for a high stakes exam,2.0478837490081787,moderate_stress,moderate_stress
Latley i have been pretty scared about life and where i will end up and stuff.,2.0552003383636475,moderate_stress,moderate_stress
"at my current work, i am feeling so stressful and tired because of my team work pressure",2.0401549339294434,high_stress,moderate_stress
Getting an apartment for gary has been the most stressful thing.,2.0443508625030518,high_stress,moderate_stress
im super stressed about everything and my life just doesnt make sense.,2.0423240661621094,moderate_stress,moderate_stress
trying to get my work finished so i can go home/,2.036370038986206,moderate_stress,moderate_stress
Im a little worried cause I still feel like I have a heap of things to do before I go tomorrow.,2.0487892627716064,moderate_stress,low_stress
"She's ""really scared for my well being"" and wants me to change my ways??????",2.047694206237793,moderate_stress,moderate_stress
someone shirking responsibilities at work,2.0537025928497314,moderate_stress,moderate_stress
I don't make money to add to our finances.,2.0496737957000732,moderate_stress,moderate_stress
i just get mad at him bc he smokes so much and like its really hard to explain.,2.0519096851348877,moderate_stress,moderate_stress
i've had to deal with a bunch of nonsense at work.,2.0506479740142822,moderate_stress,moderate_stress
having to take care of 6 foster kittens. i'm exhausted!,2.0443222522735596,moderate_stress,moderate_stress
"What doesn't help is the fact that I still haven't gotten my physical for my job, so I can't work to make any money.",2.052065849304199,moderate_stress,moderate_stress
there's not enough time in the day for all i need to do.,2.0546460151672363,moderate_stress,moderate_stress
My old friend Rachel Snyder was in the hospital with tuberculosis.,2.046274185180664,moderate_stress,moderate_stress
"He's been too much stress for the group lately, and no one wants to hang out with him anymore.",2.041165351867676,moderate_stress,moderate_stress
I didn't get money for the summer semester so its been rough the last few months.,2.0390522480010986,moderate_stress,moderate_stress
i just don't have any time between work and kids and home,2.050894021987915,moderate_stress,moderate_stress
"First the work my boss freaked out on me now brett's dad, i feel so bad for both of them and i am trying to empathize.",2.0366945266723633,high_stress,moderate_stress
"It limits you to practical matters of the day, filling your life with detailed routine. hard work, and monotony.",2.0374250411987305,moderate_stress,low_stress
I have been having a problem in cooking pizza buddy. I kindly need your help.,2.0554146766662598,moderate_stress,low_stress
it's just i feel school is being too hard on me.,2.0502572059631348,moderate_stress,moderate_stress
thinking about this new move that is coming up.,2.04685378074646,moderate_stress,moderate_stress
I worry all the time about completing my assignments.,2.038400888442993,moderate_stress,moderate_stress
"As far as being alone goes, that has been bothering me the most lately.",2.048712730407715,high_stress,moderate_stress
My graduate school application have been stressing me out!,2.0500645637512207,moderate_stress,moderate_stress
It bothers me because it reminds me of my mother and I get scared.,2.047255754470825,high_stress,moderate_stress
I can't have a nice life!,2.052330255508423,moderate_stress,low_stress
I've recently been struggling to connect with people in my life,2.042774200439453,moderate_stress,moderate_stress
"A lot of shit has happened, but I don't think I really want to talk about it here.",2.035701274871826,high_stress,moderate_stress
i got in a fight with my brother :(,2.0474839210510254,moderate_stress,moderate_stress
I just feel really bad that i can't make enough money where he wouldn't need to do this.,2.051759958267212,high_stress,moderate_stress
it makes me angry cos of how different it is compared to all the stuff we have to do at my school.,2.039644956588745,high_stress,moderate_stress
"My phone lost service and we filled the tub with cold water, sticking our feet or hands in it every so often.",2.0399041175842285,moderate_stress,moderate_stress
i've had a headache for a week straight.,2.036039352416992,moderate_stress,moderate_stress
school has been rough,2.036252975463867,moderate_stress,moderate_stress
"i was having another ""one of those days"" and was quite frustrated with the way i was feeling.",2.0496010780334473,moderate_stress,moderate_stress
"My hours prevent me from going at normal, after work, times.",2.048243284225464,moderate_stress,low_stress
completing a project on time and correctly.,2.048532009124756,moderate_stress,moderate_stress
Amanda's poor sister in her belly is bothering her.,2.049734354019165,high_stress,moderate_stress
i am having trouble baking this cake,2.040233612060547,moderate_stress,moderate_stress
Due to screw up with my schedule.,2.0500481128692627,moderate_stress,moderate_stress
"i have just been stressed about work, thanks for asking.",2.049499750137329,moderate_stress,moderate_stress
my divorce has totally stressed me out.,2.0397355556488037,moderate_stress,moderate_stress
yo! heavy workload this wk!,2.04858136177063,moderate_stress,moderate_stress
and i'm trying to get off the medication i've been on for FOUR YEARS and i'm scared shitless. actually beyond shitless.,2.053319215774536,moderate_stress,high_stress
My mom keeps getting mad over stupid things and the tension in this family is accelerating.,2.039214611053467,high_stress,moderate_stress
the lisd said they would find alternative placement for abie and i havent heard from th,2.050344467163086,moderate_stress,moderate_stress
things just keep piling up politically.,2.05326771736145,moderate_stress,moderate_stress
When we get so tied up in so many things we often get tired and overly stressed!,2.0517737865448,high_stress,low_stress
Work has been really stressful lately.,2.053243637084961,high_stress,moderate_stress
Everyday I had to deal with that.,2.054508686065674,moderate_stress,moderate_stress
"It's the loan that's holding everything else up, which is highly frustrating.",2.0459372997283936,moderate_stress,moderate_stress
I've been really procrastinatory with all of my school work lately and it's starting to bite me in the rear end.,2.037536859512329,moderate_stress,moderate_stress
I was complaining about school and I was tired.,2.0563526153564453,high_stress,moderate_stress
Being turned down for SSI and having to find an attorney to fight it.,2.0521843433380127,moderate_stress,high_stress
family coming for a visit. they have special diets-i am nervous about cooking.,2.058779239654541,moderate_stress,low_stress
"whatever, ive been so stressed about projects.",2.0481772422790527,moderate_stress,moderate_stress
"I'm really not liking my job, I'm extremely in debt.",2.035877227783203,moderate_stress,moderate_stress
I have been working hard lately to pull my grades up in school that I have sadly let slip.,2.046424150466919,moderate_stress,moderate_stress
im guna be busy all day today and first of all im fucking tired as shit and its after 12 30.,2.0362398624420166,high_stress,moderate_stress
i have to prep for interviews,2.053563117980957,moderate_stress,moderate_stress
I am already depressed about all the fucking homework I need to do today.,2.050971269607544,high_stress,moderate_stress
I mean talk about feeling like shit everyday !,2.0499517917633057,moderate_stress,moderate_stress
"We are getting ready to move out of our flat, it's very hectic and I'm really stressed out because I'm worried we won't get everything out in time.",2.052046060562134,moderate_stress,moderate_stress
My daughter's MS diagnosis.,2.042623996734619,moderate_stress,moderate_stress
"i really need to get more sleep, but can't seem to do it!",2.0526726245880127,moderate_stress,moderate_stress
Work has gotten bad and just life is raping me.,2.0488455295562744,high_stress,moderate_stress
Mother's death is stressing me out.,2.049133539199829,high_stress,moderate_stress
I can't get myself to study or even do the homework for it anymore.,2.047240972518921,moderate_stress,moderate_stress
"Wish I could get a good night's sleep, but even when I find time I can't find the peace I need to settle down.",2.042099714279175,moderate_stress,moderate_stress
"I know the irregular sleeping schedule I keep does much to harm my health and as I'm getting older, I lose valuable time towards fixing that.",2.0503408908843994,moderate_stress,low_stress
"I need to get to work, so I have something to focus on when schoolwork crushes me down.",2.054610013961792,moderate_stress,moderate_stress
It When Keeping It Hidden Became Too Emotionally Burdensome Divulge When Events,2.0358197689056396,moderate_stress,moderate_stress
I really need to get into school.,2.046038866043091,moderate_stress,moderate_stress
i didn't have the income that i expected to have for my bills,2.053293228149414,moderate_stress,moderate_stress
"I don't feel like just sitting around in my apartment, like always, and do nothing.",2.048941135406494,moderate_stress,low_stress
I know there is so much to do in this house but I just can't sit here and stare at these walls all day long.,2.056103467941284,moderate_stress,moderate_stress
"two, The dog gets super sad and misss her daddy.",2.0365467071533203,moderate_stress,moderate_stress
Christmas is such a busy season here.,2.0566446781158447,moderate_stress,low_stress
I'm getting really frustrated that I'm not able to talk to Uni friends enough.,2.0432486534118652,moderate_stress,moderate_stress
It's too hard eating out every day.,2.042773962020874,moderate_stress,low_stress
I'm really stressed and overwhelmed.,2.0510802268981934,moderate_stress,moderate_stress
im constantly in pain and the doctors have no idea what to do,2.044618606567383,high_stress,moderate_stress
I just feel that people demand so much out of me that i dont have time to be me and live my life the way i want to.,2.0425775051116943,moderate_stress,moderate_stress
"well my credit cards are ruining my credit, i need to pay them off to get a new place",2.052154779434204,low_stress,moderate_stress
It is so hard to handle all the problems and the situations through my life.,2.0526421070098877,moderate_stress,moderate_stress
not having a job,2.0508203506469727,moderate_stress,moderate_stress
"we worked on stalled today as well. and yet, i still feel confused and diluted.",2.0462210178375244,moderate_stress,moderate_stress
my son moving into an apartment in this area.,2.0493690967559814,moderate_stress,low_stress
hey just wanted to left you know that i checked on the dogs they are doing great! have f,2.040647268295288,low_stress,low_stress
It's hard to focus on school during school.,2.0498061180114746,moderate_stress,moderate_stress
"She's been sick, and I'm worried that she's worried about a ton of things.",2.0518624782562256,high_stress,moderate_stress
"Your constant bickering over politics, social issues and such things is driving the rest of us insane.",2.038905143737793,moderate_stress,moderate_stress
"Oh man, I was sick as a dog these last couple days.",2.043673038482666,high_stress,moderate_stress
I feel so lonely and scared.,2.0483338832855225,high_stress,moderate_stress
my daddie was reallie late to pick us up and everyone got mad at eachother.,2.0448105335235596,moderate_stress,moderate_stress
needing to move from my current living situation.,2.0486042499542236,moderate_stress,moderate_stress
"I know that Andrew and I are broken up but I have this feeling like we're going to be complicating each other's lives for a long, long time.",2.0360567569732666,moderate_stress,moderate_stress
money and how to make it through,2.0493993759155273,moderate_stress,moderate_stress
"Some things honestly are not worth your energy, nor the time of day of the other person involved.",2.039647340774536,low_stress,moderate_stress
Work has been so bad lately with all the shopper and my manager never schedules enough people so we are always stressed and overworked.,2.0537991523742676,high_stress,moderate_stress
"Couldn't even say friend, 'cause we barely ever spoke. I get the nosiness from my mom and",2.051957845687866,moderate_stress,low_stress
"stressful at times, VERY stressful at other times.",2.0438790321350098,high_stress,moderate_stress
i have been stressing about what to do about my daughter.,2.055608034133911,moderate_stress,moderate_stress
i am taking 18 credits this semester.,2.040320634841919,moderate_stress,moderate_stress
a paper i need to write,2.0441293716430664,moderate_stress,moderate_stress
just a regular day,2.0526976585388184,moderate_stress,low_stress
We're overloaded at work with a bunch of cases to file within a month.,2.0470659732818604,moderate_stress,moderate_stress
i can't handle my little brother's sickness.,2.04970383644104,moderate_stress,moderate_stress
"First of all, I hurt my feet when I was moving.",2.0495078563690186,high_stress,moderate_stress
"My financial situation, as shaky as it already is, probably couldn't handle a huge premium hike let alone getting dropped by my insurance company.",2.039775848388672,high_stress,moderate_stress
"So, he and I have to have a talk about calling me and being like ""Something came up talk to you ASAP"" Ok?",2.051260232925415,low_stress,low_stress
"It's getting really scary now as to what I will be doing, this time when I have left school.",2.0526719093322754,high_stress,moderate_stress
they attacked my roommate's dog while i was walking her.,2.0458853244781494,moderate_stress,moderate_stress
was this loose dog and i was killer upset cause my dog got dumped so it was just..sad.,2.055020570755005,high_stress,moderate_stress
i currently am just very busy. i don't have time for anything but work.,2.0517518520355225,moderate_stress,moderate_stress
i am nervous about applying to pt school and getting in,2.0561399459838867,moderate_stress,moderate_stress
dude i just lost a really important entry and i'm not happy.,2.051095962524414,low_stress,moderate_stress
i have been so frustrated lately and i don't kno why.,2.046544313430786,high_stress,moderate_stress
i hope you are ok!,2.0539815425872803,low_stress,moderate_stress
my life in general,2.0512354373931885,moderate_stress,low_stress
i have been going through a tough time at work can we meet for coffee?,2.047640323638916,moderate_stress,moderate_stress
I've felt like I'm just going through the motions of life and it's just not good enough.,2.0406534671783447,low_stress,moderate_stress
I am having a hard time getting to work,2.0517656803131104,moderate_stress,moderate_stress
Not being able to do this with anyone makes me sad.,2.0507633686065674,moderate_stress,moderate_stress
"I really should be working on homework, but I just have a hard time bringing myself to do it.",2.050441026687622,moderate_stress,moderate_stress
"There were a couple people specifically who hurt me by not calling, but I am over it.",2.048668384552002,high_stress,low_stress
a professor is driving me crazy.,2.025886297225952,moderate_stress,moderate_stress
There is so much shame attached to money in my family.,2.038712739944458,moderate_stress,low_stress
Im sick of how alone I feel when it comes to family.,2.0351338386535645,high_stress,moderate_stress
"my broken foot has not healed and i've been in a cast for 4 months, i want to walk again",2.042189121246338,moderate_stress,moderate_stress
just had a long day at work and overwhelmed with being broke.,2.0490386486053467,moderate_stress,moderate_stress
my health seems to have taken a turn for the worse,2.0524513721466064,moderate_stress,moderate_stress
my supervisor currently pushes me a lot to turn in reports,2.0507378578186035,moderate_stress,moderate_stress
i worried what would happen to me late at night when everyone else is sleeping.if i could just sleep i could handle this.,2.0565388202667236,moderate_stress,moderate_stress
hence why i want more money!,2.0387959480285645,moderate_stress,low_stress
My work productivity and such has been degrading greatly as of late because of too much work and a lot of unstructured life things.,2.0618302822113037,high_stress,moderate_stress
"oh man, im okay just been dealinth with some things going on",2.0471930503845215,moderate_stress,low_stress
"man, my stomach has been hurting so bad lately.",2.0564916133880615,high_stress,moderate_stress
"i haven't felt very useful lately, and i've often felt bothersome to my friends.",2.046923875808716,moderate_stress,moderate_stress
A certain ex makes me feel really uncomfortable when I run into him.,2.0388052463531494,moderate_stress,moderate_stress
"This week and next week have been the set deadlines for all our coursework to be in, so I have been a very busy, annoyed, stressed out person.",2.033234119415283,high_stress,moderate_stress
i have alot of stress about finances right now and being able to pay bills,2.048271894454956,moderate_stress,moderate_stress
I feel so stressed out in deciding what to do with my life.,2.0548603534698486,moderate_stress,moderate_stress
How am i supposed to make a living from this when I just can't get into it. I feel like it's making me seriously miserable.,2.0497026443481445,high_stress,moderate_stress
I'm feeling especially lonely right now.,2.050666332244873,moderate_stress,low_stress
work and money. it is that simple.,2.048861503601074,moderate_stress,moderate_stress
"Vacuuming my room is a dangerous task, especially since there's two houses down the road under construction which product a lot of dust every day.",2.0299487113952637,moderate_stress,low_stress
"my dad injured his hand about a month, 6 weeks ago",2.0347976684570312,moderate_stress,moderate_stress
"My problem is I suffer from having an extremely nosy family, especially a mother who doesn't know when butt out.",2.0482025146484375,high_stress,moderate_stress
I'm finding it hard to update this thing everyday.,2.0416784286499023,moderate_stress,low_stress
i've just been working really hard at work with no reward or recognition,2.050189733505249,low_stress,moderate_stress
I'm struggling to make rent as I lost my job and kinda have nowhere to go.,2.0527641773223877,high_stress,moderate_stress
My sister is bitching about something to my mom.,2.056227922439575,moderate_stress,moderate_stress
i have had a lot of hours at work.,2.049238443374634,moderate_stress,moderate_stress
The problem comes when you are constantly thinking about it.,2.053541421890259,moderate_stress,low_stress
my decision to go back to school,2.051081657409668,moderate_stress,moderate_stress
I've been stressing about not anting to spend money on food deliveries.,2.0388054847717285,moderate_stress,moderate_stress
trump trying to start ww3,2.048748016357422,moderate_stress,low_stress
I feel frustrated because at times I honestly just flat out struggle with dealing with a lot of this stuff.,2.050474166870117,moderate_stress,moderate_stress
answer with the situation,2.047480583190918,moderate_stress,low_stress
I'm a lil scared about finding all of my classes.,2.046100616455078,moderate_stress,low_stress
"i need money, i'm so poor.",2.0377602577209473,moderate_stress,moderate_stress
Work basically sucks because I dont get along with the new manager.,2.047614097595215,moderate_stress,moderate_stress
nothing is stressing me out,2.0522842407226562,moderate_stress,low_stress
"It made me worry about her, and I also had a tendency to second-guess myself...without an editor, things were difficult.",2.053853988647461,moderate_stress,moderate_stress
struggling home life and work life is stressful and complicated,2.0400173664093018,high_stress,moderate_stress
life as a whole,2.036041736602783,moderate_stress,moderate_stress
People are polluting my life with their goofy garbage.,2.051713466644287,moderate_stress,moderate_stress
recently what has been stressing my out the most is finances. worrying about my income.,2.041581392288208,high_stress,moderate_stress
I've been having trouble sleeping at night,2.045257329940796,moderate_stress,moderate_stress
my co-worker is on vacation and i have to do her job this week.,2.046661615371704,moderate_stress,moderate_stress
I feel stressed. I am looking into jobs for after I graduate.,2.0442349910736084,moderate_stress,moderate_stress
"pretty much for the past two weeks, i've been struggling with finding enough time for everything, and stressing out in the process.",2.053567409515381,moderate_stress,moderate_stress
MY fucking father got me sick! uh!,2.0281050205230713,high_stress,moderate_stress
Ever get that feeling when your so lonely your just sad?,2.0535924434661865,high_stress,moderate_stress
I need to figure out a way to make more money.,2.053274631500244,moderate_stress,moderate_stress
I'm tired of working so hard and not having enough money to do anything.,2.0479142665863037,high_stress,moderate_stress
I would reply to the friend and ask them to tell me about the situation as I listened.,2.0418994426727295,moderate_stress,low_stress
When I get depressed like this I worry.. I worry that I'll do or say something wrong or not do something and push her away.,2.0410842895507812,high_stress,moderate_stress
"ended up writing this ""woe is me"" story about how stress is taking hold of my mental stability.",2.0594663619995117,high_stress,moderate_stress
the amount of bills.,2.0440402030944824,moderate_stress,moderate_stress
it's hard cause I dont use cash too often now. anyway.,2.0301802158355713,moderate_stress,low_stress
In bad news my sister has tested positive for ovarian cancer..my family is devastated.,2.0489072799682617,high_stress,high_stress
the roof was leaking all day at work my job is a life sucking horriblefest and i'm a loser for having been there so long.,2.050983190536499,high_stress,moderate_stress
"since then, i have dreaded going to work.",2.0543904304504395,high_stress,moderate_stress
"He's been fighting himself this past week, each time saying it's over, then extending the deadline by a week.",2.0443332195281982,moderate_stress,low_stress
I feel like such a weak person.,2.040908098220825,moderate_stress,moderate_stress
I do not think I can go to school today.,2.0541605949401855,moderate_stress,low_stress
Work just is way too time consuming.,2.0133965015411377,moderate_stress,moderate_stress
But I've been getting a lot of sore throats lately and getting sickish every other week or so it seems.,2.055206298828125,moderate_stress,moderate_stress
